PARK,BOROUGH,QUARTER,SIZE (ACRES),CATEGORY,MURDER,RAPE,ROBBERY,FELONY ASSAULT,BURGLARY,GRAND LARCENY,GRAND LARCENY OF MOTOR VEHICLE,TOTAL
MOORE PLAYGROUND,MANHATTAN    ,4,0.77,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
FIRST PARK,MANHATTAN    ,4,0.76,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SGT. WILLIAM DOUGHERTY PLAYGROUND,BROOKLYN     ,4,0.76,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ADMIRAL PARK,QUEENS       ,4,0.76,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
JAIME CAMPIZ PLAYGROUND,BROOKLYN     ,4,0.75,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SAMUEL N. BENNERSON 2ND PLAYGROUND,MANHATTAN    ,4,0.75,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PLAYGROUND SEVENTY FIVE,QUEENS       ,4,0.75,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WEBSTER PLAYGROUND,BRONX        ,4,0.74,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
FROST PLAYGROUND,BROOKLYN     ,4,0.74,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
TECUMSEH PLAYGROUND,MANHATTAN    ,4,0.74,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
RAILROAD PARK BRONX,BRONX        ,4,0.73,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
NATHAN WEIDENBAUM PARK,QUEENS       ,4,0.73,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BLUEBERRY PARK,STATEN ISLAND,4,0.72,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
CLARK PLAYGROUND,BRONX        ,4,0.72,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,1,0,0,0,0,1
HUNTS POINT PLAYGROUND,BRONX        ,4,0.72,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
GUN HILL PLAYGROUND,BRONX        ,4,0.72,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,1,0,0,0,1
BLOOMINGDALE PLAYGROUND,MANHATTAN    ,4,0.72,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
GALILEO PLAYGROUND,BRONX        ,4,0.71,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
I-AM-PARK,BRONX        ,4,0.71,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
UNNAMED PARK ON 17TH STREET,BROOKLYN     ,4,0.71,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
LAFAYETTE GARDENS PLAYGROUND,BROOKLYN     ,4,0.71,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
LINWOOD PLAYGROUND,BROOKLYN     ,4,0.71,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ORACLE PLAYGROUND,BROOKLYN     ,4,0.70,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
NEWTOWN PLAYGROUND,QUEENS       ,4,0.70,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MOUNT HOPE PLAYGROUND,BRONX        ,4,0.70,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
GARRISON PLAYGROUND,BRONX        ,4,0.70,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
GERTRUDE EDERLE RECREATION CENTER,MANHATTAN    ,4,0.69,POOL & RECREATION CENTER LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SLOPE PARK,BROOKLYN     ,4,0.69,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
FRED SAMUEL PLAYGROUND,MANHATTAN    ,4,0.69,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
AUBURNDALE PLAYGROUND,QUEENS       ,4,0.69,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WHITE PLAYGROUND MANHATTAN,MANHATTAN    ,4,0.68,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
DAWSON PLAYGROUND,BRONX        ,4,0.68,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MAPES POOL,BRONX        ,4,0.68,PLAYGROUND & POOL LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
LILLIAN D WALD PLAYGROUND,MANHATTAN    ,4,0.68,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
RIVER AVENUE PARKS,BRONX        ,4,0.67,PLAYGROUND LESS THAN ONE ACRE,0,0,0,2,0,0,0,2
HOWARD POOL,BROOKLYN     ,4,0.67,POOL LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ST. NICHOLAS PLAYGROUND SOUTH,MANHATTAN    ,4,0.67,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
CANAL PARK,MANHATTAN    ,4,0.67,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
RIVERBEND PLAYGROUND,BRONX        ,4,0.66,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
ST. NICHOLAS PLAYGROUND NORTH,MANHATTAN    ,4,0.66,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
THE PEARLY GATES,BRONX        ,4,0.66,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
COLLEGE POINT PARK,QUEENS       ,4,0.66,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
AUDUBON PLAYGROUND,MANHATTAN    ,4,0.66,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
COURTNEY CALLENDER PLAYGROUND,MANHATTAN    ,4,0.65,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
BRIZZI PLAYGROUND,BROOKLYN     ,4,0.65,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
AUGUSTUS ST. GAUDENS PLAYGROUND,MANHATTAN    ,4,0.64,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
VESUVIO PLAYGROUND,MANHATTAN    ,4,0.64,BASKETBALL & POOL LESS THAN ONE ACRE,0,0,0,,,,,0
SQUIBB PARK,BROOKLYN     ,4,0.63,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
VETERANS GROVE,QUEENS       ,4,0.63,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
ELTON PLAYGROUND,BROOKLYN     ,4,0.62,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
TWENTY-FOUR SYCAMORES PARK,MANHATTAN    ,4,0.62,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,,,,,,,,0
EAST RIVER ESPLANADE AT E 36TH ST AND FDR,MANHATTAN    ,4,0.62,PLAYGROUND LESS THAN ONE ACRE,,,,,,,,0
CEDAR GROVE PLAYGROUND,QUEENS       ,4,0.62,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,,,,,,,,0
CLEOPATRA PLAYGROUND,BRONX        ,4,0.62,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,,,,,,,,0
BEACH 59TH ST PLAYGROUND,QUEENS       ,4,0.62,PLAYGROUND LESS THAN ONE ACRE,,,,,,,,0
BRIDGE PLAYGROUND,BRONX        ,4,0.61,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,,,,,,,,0
HALF-NELSON PLAYGROUND,BRONX        ,4,0.61,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,,,,,,,,0
HENRY M. JACKSON PLAYGROUND,MANHATTAN    ,4,0.61,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,,,,,,,,0
WILLIAM F. PASSANNANTE BALLFIELD,MANHATTAN    ,4,0.61,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,,,,,,,,0
DR. RONALD E. MCNAIR PLAYGROUND,MANHATTAN    ,4,0.60,PLAYGROUND LESS THAN ONE ACRE,,,,1,0,0,0,1
PENN SOUTH PLAYGROUND,MANHATTAN    ,4,0.60,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,1,0,0,0,0,1
O'NEILL TRIANGLE,BRONX        ,4,0.59,PLAYGROUND LESS THAN ONE ACRE,,,,,,,,0
GEORGE WALKER JR. PARK,BROOKLYN     ,4,0.59,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,,,,,,,,0
UNDERHILL PLAYGROUND,BROOKLYN     ,4,0.59,PLAYGROUND LESS THAN ONE ACRE,,,,,,,,0
PETER DETMOLD PARK,MANHATTAN    ,4,0.59,PLAYGROUND LESS THAN ONE ACRE,,,,,,,,0
COBBLE HILL PARK,BROOKLYN     ,4,0.59,PLAYGROUND LESS THAN ONE ACRE,,,,,,,,0
WRIGHT BROTHERS PLAYGROUND,MANHATTAN    ,4,0.58,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,,,,,,,,0
MERCER PLAYGROUND,MANHATTAN    ,4,0.58,PLAYGROUND LESS THAN ONE ACRE,,,,,,,,0
SEAN'S PLACE,QUEENS       ,4,0.58,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,,,,,,,,0
HARVARD PLAYGROUND,QUEENS       ,4,0.58,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,,,,,,,,0
SARSFIELD PLAYGROUND,BROOKLYN     ,4,0.58,PLAYGROUND LESS THAN ONE ACRE,,,,,,,,0
HELL'S KITCHEN PARK,MANHATTAN    ,4,0.58,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,,,,,,,,0
BENNINGER PLAYGROUND,QUEENS       ,4,0.57,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,,,,,,,,0
RORY STAUNTON FIELD,QUEENS       ,4,0.57,PLAYGROUND LESS THAN ONE ACRE,,,,,,,,0
CARMANSVILLE PLAYGROUND,MANHATTAN    ,4,0.57,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,,,,,,,,0
SIXTEEN SYCAMORES PLAYGROUND,BROOKLYN     ,4,0.57,PLAYGROUND LESS THAN ONE ACRE,,,,,,,,0
GALAPO PLAYGROUND,BROOKLYN     ,4,0.57,PLAYGROUND LESS THAN ONE ACRE,,,,,,,,0
MCKINLEY PLAYGROUND,MANHATTAN    ,4,0.56,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,,,,,,,,0
ENNIS PLAYGROUND,BROOKLYN     ,4,0.55,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,,,,,,,,0
GUTENBERG PLAYGROUND,MANHATTAN    ,4,0.55,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,,,,,,,,0
BLAND PLAYGROUND,QUEENS       ,4,0.55,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,1,1,0,0,0,2
PFC NORTON PLAYGROUND,BROOKLYN     ,4,0.55,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
LITTLE CLAREMONT PARK,BRONX        ,4,0.55,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
JUNCTION PLAYGROUND,QUEENS       ,4,0.54,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WOODRUFF PLAYGROUND,BROOKLYN     ,4,0.54,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ABIGAIL PLAYGROUND,BRONX        ,4,0.53,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
DR. GERTRUDE B. KELLY PLAYGROUND,MANHATTAN    ,4,0.53,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,1,0,0,0,0,1
WALD PLAYGROUND,MANHATTAN    ,4,0.53,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ANDREWS GROVE,QUEENS       ,4,0.52,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
LAFAYETTE PLAYGROUND ON LAFAYETTE AVENUE,BROOKLYN     ,4,0.52,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ANIBAL AVILES PLAYGROUND,MANHATTAN    ,4,0.52,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WASHINGTON PARK BRONX,BRONX        ,4,0.52,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PAT WILLIAMS PLAYGROUND,QUEENS       ,4,0.51,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
GREENPOINT PLAYGROUND,BROOKLYN     ,4,0.50,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PIERREPONT PLAYGROUND,BROOKLYN     ,4,0.50,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
EPIPHANY PLAYGROUND,BROOKLYN     ,4,0.50,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
JOHN ADAMS PLAYGROUND,QUEENS       ,4,0.49,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
LEVY PLAYGROUND,STATEN ISLAND,4,0.49,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
CLEMENT CLARKE MOORE PARK,MANHATTAN    ,4,0.49,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
CHARLTON GARDEN,BRONX        ,4,0.49,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
THOMAS J. CUITE PARK,BROOKLYN     ,4,0.49,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
CHERRY CLINTON PLAYGROUND,MANHATTAN    ,4,0.48,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HILTON WHITE PLAYGROUND,BRONX        ,4,0.48,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MILESTONE PARK,BROOKLYN     ,4,0.48,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
TURTLE PLAYGROUND,QUEENS       ,4,0.48,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MATTHEWS - PALMER PLAYGROUND,MANHATTAN    ,4,0.48,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
FAIRMOUNT PLAYGROUND,BRONX        ,4,0.47,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MOTHER CABRINI PARK,BROOKLYN     ,4,0.47,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
VIRGINIA PLAYGROUND,BRONX        ,4,0.46,PLAYGROUND LESS THAN ONE ACRE,0,0,1,0,0,0,0,1
RAINBOW PLAYGROUND,BROOKLYN     ,4,0.46,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
TEN EYCK PLAZA,BROOKLYN     ,4,0.46,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
TRIBOROUGH BRIDGE PLAYGROUND C,QUEENS       ,4,0.46,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
TRIBOROUGH BRIDGE PLAYGROUND D,QUEENS       ,4,0.46,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
TRIBOROUGH BRIDGE PLAYGROUND E,QUEENS       ,4,0.46,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
UNDERBRIDGE DOG RUN,QUEENS       ,4,0.46,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WILLIAM MCCRAY PLAYGROUND,MANHATTAN    ,4,0.46,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
LOUIS ARMSTRONG COMMUNITY CENTER,QUEENS       ,4,0.45,RECREATION CENTER LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ABC PLAYGROUND,MANHATTAN    ,4,0.45,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MIDDLE VILLAGE PLAYGROUND,QUEENS       ,4,0.45,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
YAK PLAYGROUND,BROOKLYN     ,4,0.44,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HAVEMEYER PLAYGROUND,BRONX        ,4,0.44,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BUTTERFLY GARDENS,BROOKLYN     ,4,0.44,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PLAYGROUND ONE,MANHATTAN    ,4,0.44,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
GARIBALDI PLAYGROUND,BROOKLYN     ,4,0.44,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
MORRIS GARDEN,BRONX        ,4,0.44,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
MCCAFFREY PLAYGROUND,MANHATTAN    ,4,0.44,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
ADMIRAL TRIANGLE,BROOKLYN     ,4,0.43,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
HORSESHOE PLAYGROUND,BRONX        ,4,0.43,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
HUNTS POINT RIVERSIDE PARK,BRONX        ,4,0.43,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
TOMPKINSVILLE PARK,STATEN ISLAND,4,0.42,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
WEST 4TH STREET COURTS,MANHATTAN    ,4,0.42,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
MOSHOLU PLAYGROUND,BRONX        ,4,0.41,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
LIOTTI IKEFUGI PLAYGROUND,STATEN ISLAND,4,0.41,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
JOSEPH C. SAUER PARK,MANHATTAN    ,4,0.40,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
PLAYGROUND EIGHTY NINE LXXXIX,MANHATTAN    ,4,0.40,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
VAN NEST PARK,BRONX        ,4,0.40,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
JOSEPHINE CAMINITI PLAYGROUND,QUEENS       ,4,0.40,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
RODNEY PARK SOUTH,BROOKLYN     ,4,0.39,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
IMAGINATION PLAYGROUND,MANHATTAN    ,4,0.39,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
CHELSEA RECREATION CENTER,MANHATTAN    ,4,0.39,RECREATION CENTER LESS THAN ONE ACRE,0,0,0,,,,,0
HINES PARK,BRONX        ,4,0.38,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
GOBLE PLAYGROUND,BRONX        ,4,0.38,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
GRAND PLAYGROUND,BRONX        ,4,0.38,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
RODNEY PARK NORTH,BROOKLYN     ,4,0.37,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
ST. MARY'S PARK PLAYGROUND BROOKLYN,BROOKLYN     ,4,0.37,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
MARCY PARK SOUTH,BROOKLYN     ,4,0.36,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
BLEECKER PLAYGROUND,MANHATTAN    ,4,0.36,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
MCLAUGHLIN PLAYGROUND,QUEENS       ,4,0.36,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
HARLEM ART PARK,MANHATTAN    ,4,0.35,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
VINCENT F. ALBANO JR. PLAYGROUND,MANHATTAN    ,4,0.35,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
JEROME PLAYGROUND SOUTH,BRONX        ,4,0.35,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
ST. MARY'S PARK BROOKLYN,BROOKLYN     ,4,0.35,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
WALTON PARK,BRONX        ,4,0.34,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
REV LENA IRONS UNITY PARK,BRONX        ,4,0.34,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
SUTTON PLACE PARK,MANHATTAN    ,4,0.34,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
KINGSBRIDGE HEIGHTS COMMUNITY CENTER,BRONX        ,4,0.33,RECREATION CENTER LESS THAN ONE ACRE,0,0,0,,,,,0
MACARTHUR PARK,MANHATTAN    ,4,0.33,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
SLEDGE PLAYGROUND,BROOKLYN     ,4,0.33,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
BERRY PLAYGROUND,BROOKLYN     ,4,0.33,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
FREEDOM SQUARE PLAYGROUND,QUEENS       ,4,0.33,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
LONG ISLAND MEWS,QUEENS       ,4,0.32,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
BLACK ROCK PLAYGROUND,BRONX        ,4,0.32,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
HOT SPOT TOT LOT,BROOKLYN     ,4,0.32,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
RODNEY PLAYGROUND SOUTH,BROOKLYN     ,4,0.32,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
BRIDGE AND TUNNEL PARK,QUEENS       ,4,0.32,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
STOP & GO PLAYGROUND,BRONX        ,4,0.32,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
MACLAUGHLIN PLAYGROUND,BRONX        ,4,0.30,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
HARRY CHAPIN PLAYGROUND,BROOKLYN     ,4,0.30,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
ANNADALE GREEN,STATEN ISLAND,4,0.30,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
WEEKSVILLE PLAYGROUND,BROOKLYN     ,4,0.30,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
DODGER PLAYGROUND,BROOKLYN     ,4,0.29,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
RODNEY PLAYGROUND NORTH,BROOKLYN     ,4,0.29,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
ELIZABETH STROUD PLAYGROUND,BROOKLYN     ,4,0.29,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
HANSBOROUGH RECREATION CENTER,MANHATTAN    ,4,0.29,POOL & RECREATION CENTER LESS THAN ONE ACRE,0,0,0,,,,,0
A.R.R.O.W. FIELD HOUSE,QUEENS       ,4,0.29,BASKETBALL & REC CENTER LESS THAN ONE ACRE,0,0,0,,,,,0
JENNIE JEROME PLAYGROUND,BRONX        ,4,0.29,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
PLAYGROUND 115,QUEENS       ,4,0.29,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
MARINERS HARBOR PLAYGROUND,STATEN ISLAND,4,0.27,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
YOUTH VILLAGE,BRONX        ,4,0.27,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
BEANSTALK PLAYGROUND,BRONX        ,4,0.27,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
DESALVIO PLAYGROUND,MANHATTAN    ,4,0.27,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
DAN ROSS PLAYGROUND,BROOKLYN     ,4,0.26,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
DREAM STREET PARK,MANHATTAN    ,4,0.25,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
SIDNEY HILLMAN PLAYGROUND,MANHATTAN    ,4,0.25,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
SUNSHINE PLAYGROUND,MANHATTAN    ,4,0.24,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
RODNEY PARK CENTER,BROOKLYN     ,4,0.24,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
ST. GREGORY'S PLAYGROUND,MANHATTAN    ,4,0.23,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
SORRENTINO RECREATION CENTER,QUEENS       ,4,0.23,RECREATION CENTER LESS THAN ONE ACRE,0,0,0,,,,,0
UMMA PARK,BROOKLYN     ,4,0.23,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
WILLIAM F MOORE PARK,QUEENS       ,4,0.23,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
OGDEN PLIMPTON PLAYGROUND,BRONX        ,4,0.23,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
MARY O'CONNOR PLAYGROUND,MANHATTAN    ,4,0.23,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
GENE GRAY PLAYGROUND,QUEENS       ,4,0.23,PLAYGROUND LESS THAN ONE ACRE,0,0,0,,,,,0
DOWNING STREET PLAYGROUND,MANHATTAN    ,4,0.22,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PLAYGROUND THIRTY FIVE XXXV,QUEENS       ,4,0.22,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ROLF HENRY PLAYGROUND,BROOKLYN     ,4,0.21,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
P.S. 125 PLAYGROUND,BROOKLYN     ,4,0.21,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
