,PARK,BOROUGH,QUARTER,CATEGORY,MURDER,RAPE,ROBBERY,FELONY ASSAULT,BURGLARY,GRAND LARCENY,GRAND LARCENY OF MOTOR VEHICLE,TOTAL,CRIME OCCURED,VICIOUS CRIMES
164,CARL SCHURZ PARK,MANHATTAN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
165,GRAND ARMY PLAZA BROOKLYN,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
166,VON BRIESEN PARK,STATEN ISLAND,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
167,MOTOR PARKWAY,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
168,UNNAMED PARK ON BEACH CHANNEL DRIVE & BEACH 116TH STREET TO BEACH 108TH STREET,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
169,BEACH 17 PLAYGROUND,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
170,TUDOR PARK,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
171,AQUEDUCT WALK,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0.0
172,FATHER MACRIS PARK,STATEN ISLAND,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
173,STARLIGHT PARK,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
174,JACKIE ROBINSON PARK MANHATTAN,MANHATTAN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
175,BROOKLYN MUSEUM,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
176,BEACH CHANNEL PARK,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
177,GREENBELT NATIVE PLANT CENTER,STATEN ISLAND,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
178,BOWNE PARK,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
179,SETON PARK,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
180,RUFUS KING PARK,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
181,FRANK GOLDEN PARK,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
182,ST. JAMES PARK,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
183,RICHMOND TERRACE WETLANDS,STATEN ISLAND,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
184,BARRETTO POINT PARK,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
185,ST. ALBANS PARK,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
186,GEMINI FIELDS,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
187,GIVANS CREEK WOODS,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
188,BETSY HEAD PARK,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
189,TOMPKINS SQUARE PARK,MANHATTAN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,1,0.0
190,CPL. THOMPSON PARK,STATEN ISLAND,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
191,COMMODORE BARRY PARK,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
192,CADMAN PLAZA PARK,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
193,BROADWAY MALLS,MANHATTAN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
194,STEEPLECHASE PARK,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
195,HUNTER'S POINT SOUTH PARK,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
196,UNNAMED PARK ON RICHMOND TERRACE,STATEN ISLAND,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
197,HYBRID OAK WOODS PARK,STATEN ISLAND,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
198,WASHINGTON SQUARE PARK,MANHATTAN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,1,0.0
199,BRYANT PARK,MANHATTAN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,1,0.0
200,ROCKAWAY FREEWAY,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
201,BICENTENNIAL VETERANS MEMORIAL PARK,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
202,SUNSET COVE PARK,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
203,ST. JOHN'S RECREATION CENTER,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
204,LINDEN PARK,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
205,HAFFEN PARK,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
206,ALLISON POND PARK,STATEN ISLAND,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
207,GRANITEVILLE SWAMP PARK,STATEN ISLAND,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
208,TOTTENVILLE SHORE PARK,STATEN ISLAND,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
209,CAPTAIN TILLY PARK,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
210,HARVEY PARK,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
211,MSGR. MCGOLRICK PARK,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
212,BUSHWICK INLET PARK,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
213,HENRY HUDSON PARK,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
214,FRANK PRINCIPE PARK,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
215,CASTLE HILL PARK,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
216,ROCHDALE PARK,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
217,ABE STARK SKATING RINK,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
218,CITY HALL PARK,MANHATTAN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
219,EAST RIVER WATERFRONT ESPLANADE,MANHATTAN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
220,CROTONA PARKWAY MALLS,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
221,CONEY ISLAND CREEK PARK,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
222,MILL ROCK PARK,MANHATTAN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
223,EAST RIVER ESPLANADE E 90TH ST TO E 125TH ST,MANHATTAN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
224,JOHN J CARTY PARK,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
225,COFFEY PARK,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
226,BARRETT PARK,STATEN ISLAND,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
227,RAINEY PARK QUEENS,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
228,LAGUARDIA LANDING LIGHTS,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
229,CITY ISLAND WETLANDS,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
230,SARA D. ROOSEVELT PARK,MANHATTAN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0.0
231,EWEN PARK,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
232,HERBERT VON KING PARK,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
233,MOUNT PROSPECT PARK,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
234,RAINEY PARK BRONX,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0.0
235,DETECTIVE KEITH L WILLIAMS PARK,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
236,FLUSHING FIELDS,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
237,PALMER INLET,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
238,MIDLAND FIELD,STATEN ISLAND,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
239,SCHMUL PARK,STATEN ISLAND,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
240,BRIDGE PARK BRONX,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
241,BEACH 30TH STREET PLAYGROUND,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
242,BROWER PARK,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
243,JOYCE KILMER PARK,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3,1,0.0
244,MARIA HERNANDEZ PARK,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
245,THE HIGH LINE,MANHATTAN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
246,FRIENDS FIELD,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
247,LINDOWER PARK,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
248,J. HOOD WRIGHT PARK,MANHATTAN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
249,WNYC TRANSMITTER PARK,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
250,SPUYTEN DUYVIL SHOREFRONT PARK,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
251,PARK AVENUE MALLS,MANHATTAN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
252,WESTWOOD PARK,STATEN ISLAND,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
253,UNION SQUARE PARK,MANHATTAN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,1.0,3.0,0.0,4,1,0.0
254,CONCRETE PLANT PARK,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
255,COL. YOUNG PLAYGROUND,MANHATTAN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
256,BRADYS POND PARK,STATEN ISLAND,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
257,COOPER PARK,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
258,GRAVESEND PARK,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
259,DR. CHARLES R. DREW PARK,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
260,TRINITY PARK,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
261,MADISON SQUARE PARK,MANHATTAN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0.0
262,ELMHURST PARK,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
263,FORT HAMILTON ATHLETIC FIELD,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
264,AMBROSINI FIELD,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
265,CLEARVIEW PARK,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
266,RALPH DEMARCO PARK,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
267,WINGATE PARK,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
268,UNNAMED PARK ON DRUMGOOLE ROAD & HUGUENOT AVENUE,STATEN ISLAND,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
269,DE WITT CLINTON PARK,MANHATTAN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
270,UNNAMED PARK ON BOUNDARY AVENUE,STATEN ISLAND,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
271,VAN VOORHEES PARK,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
272,HALLETS COVE PLAYGROUND,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
273,MCKINLEY PARK,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
274,SOUTHERN FIELDS,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
275,DEVOE PARK,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
276,ST. MICHAEL'S PLAYGROUND,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
277,KENNEDY PLAYGROUND,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
278,MAFERA PARK,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
279,SEAGIRT AVE WETLANDS,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
280,JOHN PAUL JONES PARK,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
281,WALKER PARK,STATEN ISLAND,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
282,OLD PLACE CREEK PARK,STATEN ISLAND,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
283,HOOVER - MANTON PLAYGROUNDS,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
284,GEN. DOUGLAS MACARTHUR PARK,STATEN ISLAND,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
285,GROVER CLEVELAND PLAYGROUND,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
286,POLICE OFFICER EDWARD BYRNE PARK,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
287,CYPRESS HILLS PLAYGROUND,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
288,SETH LOW PLAYGROUND/ BEALIN SQUARE,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0.0
289,KELLY PARK,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
290,SOCRATES SCULPTURE PARK,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
291,BEACH 9 PLAYGROUND,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
292,SOUTH BEACH WETLANDS,STATEN ISLAND,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
293,NAPLES PLAYGROUND,STATEN ISLAND,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
294,RAOUL WALLENBERG FOREST,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
295,WEST HARLEM PIERS,MANHATTAN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
296,SPORTS PARK,STATEN ISLAND,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
297,WASHINGTON'S WALK,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
298,CAMBRIA PLAYGROUND,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
299,MARCONI PARK,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
300,VALENTINO PIER,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
301,GRANITEVILLE QUARRY PARK,STATEN ISLAND,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
302,MONTBELLIER PARK,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
303,QUARRY BALLFIELDS,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0.0
304,RICHMAN (ECHO) PARK,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
305,JEROME PARK,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
306,CORLEARS HOOK PARK,MANHATTAN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
307,"PHIL """"SCOOTER"""" RIZZUTO PARK",QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
308,ASPHALT GREEN,MANHATTAN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
309,FABER POOL AND PARK,STATEN ISLAND,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
310,MACHATE CIRCLE,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
311,HAMILTON FISH PARK,MANHATTAN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
312,TIFFANY STREET PIER,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
313,KINGDOM POND PARK,STATEN ISLAND,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
314,COLUMBUS PARK BROOKLYN,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
315,STAPLETON PLAYGROUND,STATEN ISLAND,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
316,STERNBERG PARK,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
317,COLUCCI PLAYGROUND,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
318,NORTHERLEIGH PARK,STATEN ISLAND,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
319,STUYVESANT SQUARE,MANHATTAN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
320,LAST CHANCE POND PARK,STATEN ISLAND,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
321,FORDHAM LANDING PLAYGROUND,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
322,CHELSEA PARK,MANHATTAN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0.0
323,NORTH 5TH STREET PIER AND PARK,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
324,HAGGERTY PARK,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
325,JACOB H. SCHIFF PLAYGROUND,MANHATTAN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
326,GRANT PARK,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
327,EAST ELMHURST PLAYGROUND,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
328,JOSEPH AUSTIN PLAYGROUND,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2,1,0.0
329,UNNAMED PARK ON ROCKAWAY BOARDWALK & CREST ROAD,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
330,LINCOLN CENTER PLAZA,MANHATTAN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
331,INGRAM WOODS,STATEN ISLAND,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
332,FARM PLAYGROUND,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
333,HINTON PARK,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
334,LOUIS PASTEUR PARK,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
335,WHITEY FORD FIELD,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
336,POMONOK PLAYGROUND,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
337,CLAWSON PLAYGROUND,STATEN ISLAND,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
338,BENNETT REST,MANHATTAN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
339,GOVERNOR SMITH PLAYGROUND,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
340,PAERDEGAT PARK,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
341,AMERSFORT PARK,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
342,CITY LINE PARK,BROOKLYN,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
343,BAILEY PLAYGROUND,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
344,NAUTILUS PLAYGROUND QUEENS,QUEENS,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
345,VINMONT VETERAN PARK,BRONX,1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
